frame_id,timestamp,global_id,track_id,x1,y1,x2,y2,confidence
12,0.3667,4,4,461,173,602,565,0.8677
12,0.3667,5,5,0,167,87,486,0.8709
12,0.3667,6,6,74,209,118,342,0.6004
12,0.3667,7,7,122,210,170,345,0.7378
12,0.3667,8,8,438,237,464,306,0.6207
13,0.4,1,1,604,175,734,556,0.9086
13,0.4,2,2,1062,152,1162,427,0.8871
13,0.4,3,3,179,187,288,479,0.8685
13,0.4,4,4,463,173,606,562,0.8753
13,0.4,5,5,0,165,90,485,0.8586
13,0.4,6,6,76,210,119,342,0.6755
13,0.4,7,7,123,210,172,345,0.7254
13,0.4,8,8,438,238,463,306,0.6476
14,0.4333,1,1,607,176,738,556,0.907
14,0.4333,2,2,1065,152,1163,426,0.8902
14,0.4333,3,3,182,187,293,480,0.8595
14,0.4333,4,4,465,173,611,562,0.8949
14,0.4333,5,5,0,163,93,484,0.8668
14,0.4333,6,6,78,210,120,344,0.6988
14,0.4333,7,7,124,209,173,345,0.7339
14,0.4333,8,8,438,238,463,306,0.6468
15,0.4667,1,1,607,177,738,556,0.9071
15,0.4667,2,2,1066,152,1163,426,0.8903
15,0.4667,3,3,182,187,294,481,0.8594
15,0.4667,4,4,465,173,612,562,0.8947
15,0.4667,5,5,0,163,93,484,0.8668
15,0.4667,6,6,78,210,120,344,0.6993
15,0.4667,7,7,124,209,173,345,0.7347
15,0.4667,8,8,437,239,463,306,0.6478
16,0.5,1,1,610,179,738,556,0.9028
16,0.5,2,2,1068,154,1165,428,0.9005
16,0.5,3,3,183,187,298,481,0.8548
16,0.5,4,4,469,173,616,561,0.8921
16,0.5,5,5,0,162,93,484,0.87
16,0.5,6,6,80,210,121,343,0.7404
16,0.5,7,7,124,209,174,345,0.7368
16,0.5,8,8,438,239,463,306,0.6375
17,0.5333,1,1,612,180,738,557,0.8803
17,0.5333,2,2,1071,155,1168,430,0.8916
17,0.5333,3,3,185,187,302,481,0.8667
17,0.5333,4,4,472,168,619,561,0.8925
17,0.5333,5,5,0,163,92,484,0.875
17,0.5333,6,6,82,210,122,342,0.7307
17,0.5333,7,7,126,209,175,346,0.7289
17,0.5333,8,8,437,239,463,306,0.6586
18,0.5667,1,1,615,179,739,558,0.8866
18,0.5667,2,2,1073,156,1170,432,0.8972
18,0.5667,3,3,187,188,305,479,0.8835
18,0.5667,4,4,475,163,623,561,0.8944
18,0.5667,5,5,0,162,92,484,0.878
18,0.5667,6,6,83,212,124,341,0.6796
18,0.5667,7,7,128,209,178,347,0.7399
18,0.5667,8,8,437,240,463,306,0.6904
19,0.6,1,1,618,178,740,561,0.8806
19,0.6,2,2,1077,157,1171,435,0.8954
19,0.6,3,3,188,189,308,480,0.8934
19,0.6,4,4,478,160,626,560,0.8811
19,0.6,5,5,0,162,91,485,0.891
19,0.6,6,6,84,213,125,341,0.6943
19,0.6,7,7,130,208,180,348,0.7336
19,0.6,8,8,437,240,463,305,0.7322
20,0.6333,1,1,622,177,742,561,0.8776
20,0.6333,2,2,1082,159,1175,435,0.8898
20,0.6333,3,3,189,190,309,481,0.9046
20,0.6333,4,4,481,157,628,560,0.8847
20,0.6333,5,5,0,163,91,486,0.8761
20,0.6333,6,6,85,213,127,340,0.7065
20,0.6333,7,7,132,208,182,351,0.7498
20,0.6333,8,8,437,240,463,305,0.7414
21,0.6667,1,1,623,176,742,561,0.8779
21,0.6667,2,2,1083,159,1176,435,0.8905
21,0.6667,3,3,190,190,309,481,0.9047
21,0.6667,4,4,482,155,629,560,0.8848
21,0.6667,5,5,0,163,91,486,0.8756
21,0.6667,6,6,85,214,128,340,0.7055
21,0.6667,7,7,132,208,182,352,0.7498
21,0.6667,8,8,437,240,463,305,0.7418
22,0.7,1,1,629,175,749,562,0.863
22,0.7,2,2,1087,159,1180,434,0.8776
22,0.7,3,3,191,191,309,484,0.9054
22,0.7,4,4,485,154,632,561,0.8826
22,0.7,5,5,0,166,91,487,0.8866
22,0.7,6,6,86,213,129,341,0.7391
22,0.7,7,7,133,207,186,350,0.6616
22,0.7,8,8,436,239,463,304,0.7131
23,0.7333,1,1,633,174,761,563,0.9049
23,0.7333,2,2,1093,158,1185,434,0.8716
23,0.7333,3,3,192,192,309,484,0.9056
23,0.7333,4,4,489,157,638,563,0.8739
23,0.7333,5,5,0,168,91,487,0.8746
23,0.7333,6,6,86,212,131,342,0.7457
23,0.7333,7,7,131,208,187,348,0.6291
23,0.7333,8,8,436,238,463,304,0.7201
24,0.7667,1,1,636,173,773,563,0.92
24,0.7667,2,2,1097,156,1189,433,0.8794
24,0.7667,3,3,193,191,309,485,0.9001
24,0.7667,4,4,491,161,642,563,0.8872
24,0.7667,5,5,0,168,93,487,0.8752
24,0.7667,6,6,86,210,135,341,0.6861
24,0.7667,7,7,132,209,189,349,0.6375
24,0.7667,8,8,435,237,464,304,0.7205
25,0.8,1,1,638,172,783,563,0.9284
25,0.8,2,2,1099,154,1194,433,0.8941
25,0.8,3,3,194,191,309,485,0.8881
25,0.8,4,4,496,164,644,564,0.8862
25,0.8,5,5,0,169,97,487,0.8744
25,0.8,6,6,87,210,138,341,0.6807
25,0.8,7,7,134,210,189,350,0.6197
25,0.8,8,8,435,236,463,304,0.7316
26,0.8333,1,1,640,172,794,562,0.9257
26,0.8333,2,2,1101,152,1198,433,0.9014
26,0.8333,3,3,195,190,309,485,0.8872
26,0.8333,4,4,502,167,644,565,0.8769
26,0.8333,5,5,0,168,100,486,0.8707
26,0.8333,6,6,87,209,140,341,0.6691
26,0.8333,7,7,134,211,190,350,0.6435
26,0.8333,8,8,435,236,463,304,0.7294
27,0.8667,1,1,640,173,797,562,0.9259
27,0.8667,2,2,1101,151,1199,433,0.9015
27,0.8667,3,3,195,190,309,486,0.8872
27,0.8667,4,4,503,168,644,565,0.8772
27,0.8667,5,5,0,168,100,486,0.8703
27,0.8667,6,6,87,209,141,341,0.6689
27,0.8667,7,7,134,210,190,350,0.6431
27,0.8667,8,8,434,235,463,304,0.7297
28,0.9,1,1,642,172,804,562,0.9179
28,0.9,2,2,1104,149,1204,434,0.8954
28,0.9,3,3,195,189,309,486,0.8882
28,0.9,4,4,508,172,644,566,0.8701
28,0.9,5,5,0,168,102,487,0.868
28,0.9,6,6,88,209,142,341,0.7095
28,0.9,7,7,135,211,191,350,0.6256
28,0.9,8,8,434,235,463,304,0.7097
29,0.9333,1,1,646,172,810,564,0.904
29,0.9333,2,2,1105,149,1208,435,0.9044
29,0.9333,3,3,196,188,309,485,0.8935
29,0.9333,4,4,512,172,647,567,0.8638
29,0.9333,5,5,0,165,104,486,0.8519
29,0.9333,6,6,90,209,142,343,0.7236
29,0.9333,7,7,139,210,194,351,0.6481
29,0.9333,8,8,434,235,463,305,0.7013
30,0.9667,1,1,648,172,814,565,0.897
30,0.9667,2,2,1106,150,1213,436,0.9024
30,0.9667,3,3,195,187,310,485,0.909
30,0.9667,4,4,517,172,649,567,0.8593
30,0.9667,5,5,0,163,107,486,0.8737
30,0.9667,6,6,91,209,142,342,0.7082
30,0.9667,7,7,142,208,194,352,0.6721
30,0.9667,8,8,435,235,463,305,0.6928
31,1.0,1,1,651,173,817,566,0.8964
31,1.0,2,2,1110,152,1217,436,0.9052
31,1.0,3,3,196,187,311,484,0.9147
31,1.0,4,4,522,171,649,567,0.8619
31,1.0,5,5,0,161,108,485,0.8797
31,1.0,6,6,91,211,142,344,0.7274
31,1.0,7,7,144,210,196,352,0.6675
31,1.0,8,8,435,236,463,305,0.6626
32,1.0333,1,1,654,175,819,566,0.8935
32,1.0333,2,2,1112,153,1222,434,0.9057
32,1.0333,3,3,196,186,312,485,0.8947
32,1.0333,4,4,526,171,650,567,0.8732
32,1.0333,5,5,0,160,109,486,0.8847
32,1.0333,6,6,90,208,142,343,0.6879
32,1.0333,7,7,147,210,198,352,0.6814
32,1.0333,8,8,436,237,462,304,0.6586
33,1.0667,1,1,654,175,819,566,0.8934
33,1.0667,2,2,1112,154,1223,433,0.9052
33,1.0667,3,3,196,186,312,485,0.8939
33,1.0667,4,4,527,170,649,567,0.8724
33,1.0667,5,5,0,159,109,486,0.8841
33,1.0667,6,6,90,207,142,342,0.6875
33,1.0667,7,7,148,210,198,352,0.6812
33,1.0667,8,8,436,238,462,303,0.6599
34,1.1,1,1,657,177,820,567,0.8895
34,1.1,2,2,1115,156,1227,433,0.908
34,1.1,3,3,196,186,312,484,0.8908
34,1.1,4,4,528,169,650,567,0.8752
34,1.1,5,5,0,159,109,486,0.8838
34,1.1,6,6,91,206,143,342,0.7034
34,1.1,7,7,149,212,199,352,0.6324
34,1.1,8,8,435,238,462,301,0.6
35,1.1333,1,1,660,178,822,567,0.8987
35,1.1333,2,2,1119,157,1230,432,0.898
35,1.1333,3,3,195,187,314,484,0.8619
35,1.1333,4,4,529,167,650,567,0.8738
35,1.1333,5,5,0,159,109,487,0.8854
35,1.1333,6,6,92,205,144,342,0.7192
35,1.1333,7,7,151,213,200,354,0.6677
35,1.1333,8,8,435,239,461,299,0.5781
36,1.1667,1,1,665,179,823,568,0.9091
36,1.1667,2,2,1122,159,1234,432,0.9063
36,1.1667,3,3,198,188,315,486,0.8541
36,1.1667,4,4,528,165,651,568,0.8748
36,1.1667,5,5,0,159,108,488,0.8952
36,1.1667,6,6,94,206,144,342,0.7098
36,1.1667,7,7,154,215,201,355,0.6805
36,1.1667,8,8,435,239,461,299,0.5907
37,1.2,1,1,669,177,824,568,0.9182
37,1.2,2,2,1125,159,1238,433,0.9068
37,1.2,3,3,203,190,317,486,0.8604
37,1.2,4,4,528,164,659,569,0.8771
37,1.2,5,5,0,160,106,489,0.8898
37,1.2,6,6,97,208,146,342,0.6939
37,1.2,7,7,155,216,203,355,0.6306
37,1.2,8,8,434,239,461,299,0.5996
38,1.2333,1,1,672,176,824,569,0.9218
38,1.2333,2,2,1128,157,1242,435,0.9101
38,1.2333,3,3,206,192,319,487,0.863
38,1.2333,4,4,527,165,672,570,0.8906
38,1.2333,5,5,0,161,106,493,0.8862
38,1.2333,6,6,99,210,147,343,0.639
38,1.2333,7,7,158,218,203,353,0.5483
38,1.2333,8,8,434,239,461,301,0.6248
39,1.2667,1,1,673,175,824,569,0.9217
39,1.2667,2,2,1128,156,1243,435,0.9104
39,1.2667,3,3,207,193,319,487,0.8628
39,1.2667,4,4,526,166,677,570,0.8904
39,1.2667,5,5,0,161,106,494,0.8863
39,1.2667,6,6,100,211,147,343,0.6393
39,1.2667,7,7,158,218,203,352,0.549
39,1.2667,8,8,433,239,461,301,0.6258
40,1.3,1,1,675,173,824,569,0.9079
40,1.3,2,2,1132,156,1246,435,0.8999
40,1.3,3,3,208,193,320,488,0.8593
40,1.3,4,4,526,166,679,572,0.9081
40,1.3,5,5,0,162,107,495,0.8836
40,1.3,6,6,101,210,147,343,0.6447
40,1.3,7,7,159,219,206,352,0.5491
40,1.3,8,8,433,239,461,301,0.6589
41,1.3333,1,1,678,171,825,570,0.8853
41,1.3333,2,2,1135,154,1248,435,0.8836
41,1.3333,3,3,210,193,322,487,0.8431
41,1.3333,4,4,526,168,682,573,0.909
41,1.3333,5,5,0,163,109,494,0.8943
41,1.3333,6,6,102,208,149,345,0.6701
41,1.3333,7,7,160,219,206,352,0.5518
41,1.3333,8,8,433,238,461,301,0.68
42,1.3667,1,1,681,170,825,570,0.8792
42,1.3667,2,2,1140,152,1251,435,0.8685
42,1.3667,3,3,214,193,324,488,0.8423
42,1.3667,4,4,527,169,684,575,0.8995
42,1.3667,5,5,0,165,111,494,0.8983
42,1.3667,6,6,104,207,150,346,0.6259
42,1.3667,7,7,161,218,206,351,0.5337
42,1.3667,8,8,434,238,461,300,0.6666
43,1.4,1,1,683,169,824,571,0.8755
43,1.4,2,2,1144,149,1254,437,0.8686
43,1.4,3,3,221,192,330,489,0.8658
43,1.4,4,4,530,171,687,576,0.8917
43,1.4,5,5,1,167,116,494,0.8683
43,1.4,6,6,106,211,151,345,0.7261
43,1.4,7,7,162,215,205,349,0.5498
43,1.4,8,8,434,238,461,301,0.6569
44,1.4333,1,1,685,170,822,571,0.8649
44,1.4333,2,2,1150,147,1257,440,0.8546
44,1.4333,3,3,224,190,333,488,0.8934
44,1.4333,4,4,533,172,689,576,0.8788
44,1.4333,5,5,5,166,118,493,0.8616
44,1.4333,6,6,108,214,153,346,0.7831
44,1.4333,7,7,163,215,206,348,0.5692
44,1.4333,8,8,433,239,461,301,0.6366
45,1.4667,1,1,686,170,821,571,0.8644
45,1.4667,2,2,1151,146,1258,441,0.8544
45,1.4667,3,3,224,190,334,487,0.8937
45,1.4667,4,4,534,173,689,576,0.8786
45,1.4667,5,5,6,166,119,493,0.8629
45,1.4667,6,6,109,215,153,346,0.7842
45,1.4667,7,7,164,214,206,347,0.5642
45,1.4667,8,8,433,239,460,302,0.6454
46,1.5,1,1,689,169,821,572,0.8767
46,1.5,2,2,1155,146,1260,443,0.8639
46,1.5,3,3,226,188,338,488,0.8986
46,1.5,4,4,537,171,686,576,0.8951
46,1.5,5,5,8,165,123,493,0.8598
46,1.5,6,6,112,216,154,346,0.6566
46,1.5,7,7,165,214,207,348,0.5148
46,1.5,8,8,433,240,461,302,0.5984
47,1.5333,1,1,692,171,827,573,0.8898
47,1.5333,2,2,1159,147,1262,449,0.8662
47,1.5333,3,3,229,187,344,487,0.8849
47,1.5333,4,4,540,171,683,577,0.8977
47,1.5333,5,5,11,165,127,494,0.8757
47,1.5333,6,6,114,216,157,346,0.6138
47,1.5333,7,7,167,215,210,350,0.534
47,1.5333,8,8,432,240,461,302,0.5944
48,1.5667,1,1,696,173,839,574,0.9024
48,1.5667,2,2,1163,148,1263,450,0.8749
48,1.5667,3,3,230,186,349,487,0.8802
48,1.5667,4,4,544,170,682,577,0.8933
48,1.5667,5,5,14,164,131,494,0.8728
48,1.5667,6,6,116,216,159,348,0.63
48,1.5667,7,7,168,216,210,352,0.5619
48,1.5667,8,8,432,242,460,301,0.5345
49,1.6,1,1,699,176,851,576,0.9055
49,1.6,2,2,1166,150,1266,450,0.8424
49,1.6,3,3,231,186,352,489,0.8616
49,1.6,4,4,548,169,682,577,0.8889
49,1.6,5,5,17,166,134,492,0.8604
49,1.6,6,6,116,213,161,349,0.6529
49,1.6,7,7,169,216,210,352,0.4338
49,1.6,8,8,432,244,460,300,0.5482
50,1.6333,1,1,705,178,860,576,0.8984
50,1.6333,2,2,1168,153,1271,452,0.8497
50,1.6333,3,3,234,186,354,490,0.8514
50,1.6333,4,4,552,166,682,576,0.8872
50,1.6333,5,5,20,165,137,492,0.8717
50,1.6333,6,6,117,214,163,349,0.7143
50,1.6333,7,7,170,215,213,353,0.3825
50,1.6333,8,8,432,245,460,299,0.5264
51,1.6667,1,1,707,179,862,577,0.8991
51,1.6667,2,2,1168,154,1273,452,0.8517
51,1.6667,3,3,235,186,354,490,0.8503
51,1.6667,4,4,553,165,682,576,0.8875
51,1.6667,5,5,20,165,137,492,0.8727
51,1.6667,6,6,117,214,163,349,0.7161
51,1.6667,7,7,170,215,214,354,0.4123
51,1.6667,8,8,431,245,460,299,0.535
52,1.7,1,1,714,179,864,577,0.8851
52,1.7,2,2,1176,155,1278,452,0.8301
52,1.7,3,3,240,186,356,491,0.8503
52,1.7,4,4,555,164,683,576,0.8958
52,1.7,5,5,21,163,139,496,0.8821
52,1.7,6,6,119,217,164,348,0.733
52,1.7,7,7,170,214,216,354,0.4399
52,1.7,8,8,431,245,460,298,0.4922
53,1.7333,1,1,718,180,864,578,0.8868
53,1.7333,2,2,1181,157,1279,452,0.7951
53,1.7333,3,3,242,186,359,491,0.8528
53,1.7333,4,4,557,162,684,577,0.8926
53,1.7333,5,5,23,163,140,498,0.8802
53,1.7333,6,6,122,217,166,347,0.7356
53,1.7333,7,7,171,217,217,354,0.6275
53,1.7333,8,8,431,244,460,299,0.4598
54,1.7667,1,1,725,180,863,580,0.8962
54,1.7667,2,2,1187,157,1279,452,0.8111
54,1.7667,3,3,243,187,361,492,0.8481
54,1.7667,4,4,560,162,689,579,0.8861
54,1.7667,5,5,25,163,139,499,0.8805
54,1.7667,6,6,125,216,169,347,0.7113
54,1.7667,7,7,173,219,219,355,0.559
54,1.7667,8,8,431,245,460,299,0.4924
55,1.8,1,1,733,178,864,581,0.8916
55,1.8,2,2,1192,157,1279,452,0.8188
55,1.8,3,3,244,189,363,493,0.8444
55,1.8,4,4,564,162,700,580,0.8901
55,1.8,5,5,28,163,139,499,0.8858
55,1.8,6,6,127,215,171,347,0.7049
55,1.8,7,7,176,218,221,356,0.5455
55,1.8,8,8,430,244,460,299,0.515
56,1.8333,1,1,739,177,864,582,0.8948
56,1.8333,2,2,1196,157,1279,450,0.8602
56,1.8333,3,3,246,191,364,494,0.83
56,1.8333,4,4,568,163,711,582,0.8969
56,1.8333,5,5,30,164,141,501,0.8972
56,1.8333,6,6,129,217,172,347,0.7166
56,1.8333,7,7,177,218,224,358,0.7186
56,1.8333,8,8,430,243,460,300,0.5538
57,1.8667,1,1,741,176,863,583,0.8949
57,1.8667,2,2,1197,157,1279,449,0.8599
57,1.8667,3,3,246,192,364,494,0.8294
57,1.8667,4,4,569,164,714,582,0.8968
57,1.8667,5,5,31,165,141,501,0.8971
57,1.8667,6,6,129,218,172,347,0.7168
57,1.8667,7,7,177,218,225,358,0.7179
57,1.8667,8,8,429,242,460,300,0.5533
58,1.9,1,1,743,176,864,583,0.8953
58,1.9,2,2,1202,156,1279,449,0.8513
58,1.9,3,3,246,193,364,495,0.8431
58,1.9,4,4,573,166,722,582,0.8978
58,1.9,5,5,32,166,143,502,0.8923
58,1.9,6,6,131,219,174,346,0.7222
58,1.9,7,7,178,216,226,358,0.6813
58,1.9,8,8,429,241,459,301,0.5516
59,1.9333,1,1,747,175,867,582,0.901
59,1.9333,2,2,1205,154,1279,449,0.8573
59,1.9333,3,3,246,194,364,495,0.8659
59,1.9333,4,4,578,168,729,583,0.9038
59,1.9333,5,5,33,167,146,500,0.8768
59,1.9333,6,6,133,219,176,346,0.6663
59,1.9333,7,7,180,217,228,356,0.684
59,1.9333,8,8,429,240,458,301,0.608
60,1.9667,1,1,750,176,876,582,0.898
60,1.9667,2,2,1207,151,1279,447,0.8561
60,1.9667,3,3,247,194,365,495,0.8786
60,1.9667,4,4,584,171,731,584,0.9005
60,1.9667,5,5,35,169,150,500,0.8816
60,1.9667,6,6,133,218,176,347,0.6176
60,1.9667,7,7,179,217,231,356,0.7183
60,1.9667,8,8,429,240,458,301,0.6227
61,2.0,1,1,755,174,893,582,0.9105
61,2.0,2,2,1209,149,1279,446,0.8699
61,2.0,3,3,247,194,367,495,0.8963
61,2.0,4,4,587,171,734,585,0.9059
61,2.0,5,5,37,170,153,500,0.8929
61,2.0,6,6,135,217,177,348,0.6371
61,2.0,7,7,182,216,232,354,0.643
61,2.0,8,8,430,241,458,300,0.6024
62,2.0333,1,1,759,173,909,581,0.9165
62,2.0333,2,2,1211,148,1279,450,0.8663
62,2.0333,3,3,247,192,367,494,0.8901
62,2.0333,4,4,590,172,736,585,0.9056
62,2.0333,5,5,38,169,156,501,0.9037
62,2.0333,6,6,136,216,178,339,0.588
62,2.0333,7,7,183,216,233,354,0.6187
62,2.0333,8,8,430,242,457,298,0.5925
63,2.0667,1,1,760,173,916,581,0.9167
63,2.0667,2,2,1212,148,1279,451,0.8662
63,2.0667,3,3,247,192,367,494,0.8901
63,2.0667,4,4,591,173,736,585,0.9057
63,2.0667,5,5,38,169,157,501,0.9037
63,2.0667,6,6,137,216,178,336,0.5887
63,2.0667,7,7,184,215,233,352,0.6144
63,2.0667,8,8,430,242,457,297,0.5916
64,2.1,1,1,762,172,928,582,0.909
64,2.1,2,2,1215,149,1279,447,0.8757
64,2.1,3,3,247,191,367,494,0.8727
64,2.1,4,4,593,173,739,586,0.9104
64,2.1,5,5,40,168,160,502,0.905
64,2.1,6,6,139,215,180,340,0.4646
64,2.1,7,7,185,217,234,353,0.654
64,2.1,8,8,430,243,457,297,0.583
65,2.1333,1,1,766,173,941,582,0.8983
65,2.1333,2,2,1217,152,1279,447,0.858
65,2.1333,3,3,247,190,366,494,0.8637
65,2.1333,4,4,600,171,743,586,0.9131
65,2.1333,5,5,41,166,164,502,0.892
65,2.1333,6,6,140,215,182,338,0.4366
65,2.1333,7,7,187,218,236,354,0.7446
65,2.1333,8,8,429,245,456,297,0.6261
66,2.1667,1,1,770,174,951,582,0.9
66,2.1667,2,2,1221,155,1279,446,0.8514
66,2.1667,3,3,247,188,366,495,0.8569
66,2.1667,4,4,606,169,748,586,0.8913
66,2.1667,5,5,42,165,165,502,0.8915
66,2.1667,6,6,143,215,182,335,0.4502
66,2.1667,7,7,188,219,236,354,0.748
66,2.1667,8,8,429,246,456,297,0.6074
67,2.2,1,1,776,173,962,583,0.9053
67,2.2,2,2,1225,157,1279,447,0.8393
67,2.2,3,3,247,188,365,495,0.8671
67,2.2,4,4,610,167,755,585,0.8923
67,2.2,5,5,43,165,169,502,0.8896
67,2.2,6,6,144,215,180,333,0.4008
67,2.2,7,7,188,219,237,355,0.7395
67,2.2,8,8,427,247,455,297,0.5484
68,2.2333,1,1,781,175,971,585,0.9056
68,2.2333,2,2,1230,158,1279,448,0.7867
68,2.2333,3,3,248,188,363,495,0.8692
68,2.2333,4,4,612,164,761,585,0.898
68,2.2333,5,5,45,165,170,502,0.8651
68,2.2333,6,6,146,217,181,336,0.4317
68,2.2333,7,7,190,220,237,355,0.734
68,2.2333,8,8,427,248,454,297,0.5613
69,2.2667,1,1,782,175,974,585,0.9057
69,2.2667,2,2,1232,159,1279,448,0.7854
69,2.2667,3,3,247,188,363,495,0.869
69,2.2667,4,4,613,163,763,585,0.898
69,2.2667,5,5,46,165,170,502,0.8642
69,2.2667,6,6,147,217,181,338,0.4313
69,2.2667,7,7,190,220,237,355,0.7343
69,2.2667,8,8,426,248,454,297,0.5598
70,2.3,1,1,785,178,977,587,0.9105
70,2.3,2,2,1234,155,1279,449,0.7352
70,2.3,3,3,247,188,362,495,0.8514
70,2.3,4,4,613,161,766,586,0.904
70,2.3,5,5,48,166,170,502,0.8666
70,2.3,6,6,148,218,184,343,0.5605
70,2.3,7,7,191,220,237,354,0.6334
70,2.3,8,8,426,248,453,297,0.5572
71,2.3333,1,1,792,179,981,588,0.9108
71,2.3333,2,2,1238,161,1279,415,0.4689
71,2.3333,3,3,248,190,362,497,0.857
71,2.3333,4,4,615,161,768,586,0.9092
71,2.3333,5,5,50,168,170,502,0.8701
71,2.3333,6,6,150,218,185,347,0.572
71,2.3333,7,7,192,221,237,354,0.6451
71,2.3333,8,8,425,246,453,300,0.5894
72,2.3667,1,1,798,177,984,589,0.9223
72,2.3667,2,2,1243,188,1279,402,0.4662
72,2.3667,3,3,248,191,362,499,0.8531
72,2.3667,4,4,617,161,771,587,0.9138
72,2.3667,5,5,52,167,170,502,0.8649
72,2.3667,6,6,151,218,186,350,0.6323
72,2.3667,7,7,194,220,237,356,0.6769
72,2.3667,8,8,423,244,453,300,0.5711
73,2.4,1,1,803,176,987,590,0.9231
73,2.4,2,2,1248,197,1279,397,0.4987
73,2.4,3,3,251,192,362,500,0.8502
73,2.4,4,4,619,162,773,588,0.9182
73,2.4,5,5,54,169,172,503,0.8564
73,2.4,6,6,152,217,187,351,0.5665
73,2.4,7,7,196,220,237,356,0.5984
73,2.4,8,8,421,243,452,300,0.5766
74,2.4333,1,1,808,174,987,590,0.9271
74,2.4333,2,2,1253,204,1279,393,0.2472
74,2.4333,3,3,253,192,363,501,0.859
74,2.4333,4,4,622,163,775,589,0.9256
74,2.4333,5,5,58,171,174,503,0.8645
74,2.4333,6,6,154,216,188,351,0.5031
